AccidentArea,Sex,MaritalStatus,Age,Fault,VehicleCategory,FraudFound_P,Deductible,AgentType,AddressChange_Claim,BasePolicy
Urban,Male,Married,26,Policy Holder,Sedan,1,400,External,no change,All Perils
Urban,Male,Married,46,Policy Holder,Utility,1,400,External,no change,Collision
Urban,Male,Married,27,Policy Holder,Sedan,1,400,External,no change,Collision
Urban,Male,Married,72,Policy Holder,Sedan,1,400,External,no change,All Perils
Rural,Male,Married,29,Policy Holder,Sedan,1,400,External,no change,Collision
Urban,Female,Married,49,Policy Holder,Sedan,1,400,External,no change,Collision
Urban,Male,Married,38,Policy Holder,Sport,1,400,External,no change,Liability
Urban,Male,Married,32,Policy Holder,Sedan,1,400,External,no change,Collision
Urban,Male,Married,65,Policy Holder,Sedan,1,400,External,no change,All Perils
Urban,Female,Single,26,Policy Holder,Sedan,1,400,External,no change,All Perils
Urban,Male,Married,37,Policy Holder,Sport,1,400,External,no change,Collision
Urban,Male,Married,29,Third Party,Sedan,1,300,External,2 to 3 years,Collision
Urban,Male,Married,51,Policy Holder,Sedan,1,400,External,no change,All Perils
Urban,Male,Married,26,Policy Holder,Sedan,1,400,External,no change,Collision
Urban,Male,Married,76,Policy Holder,Sport,1,400,External,no change,Collision
Rural,Male,Married,27,Policy Holder,Sedan,1,400,External,4 to 8 years,Collision
Urban,Male,Married,44,Policy Holder,Sedan,1,400,External,no change,All Perils
Urban,Male,Married,29,Policy Holder,Sedan,1,400,External,no change,Collision
Urban,Female,Single,32,Policy Holder,Sedan,1,400,External,no change,Collision
Urban,Male,Married,28,Policy Holder,Sedan,1,400,External,no change,Collision
Urban,Male,Married,36,Policy Holder,Sedan,1,400,External,no change,All Perils
Urban,Female,Single,32,Policy Holder,Sedan,1,400,External,no change,All Perils
Urban,Male,Married,30,Third Party,Sedan,1,500,External,2 to 3 years,All Perils
Urban,Female,Married,34,Policy Holder,Sedan,1,400,External,no change,Collision
Urban,Male,Married,51,Policy Holder,Utility,1,400,External,no change,All Perils
Urban,Male,Single,30,Policy Holder,Sedan,1,500,External,2 to 3 years,Collision
Urban,Female,Married,33,Policy Holder,Sedan,1,400,External,no change,All Perils
Urban,Male,Married,72,Policy Holder,Sedan,1,400,External,no change,Collision
Urban,Male,Single,27,Policy Holder,Sedan,1,400,External,no change,All Perils
Urban,Male,Single,35,Policy Holder,Sedan,1,400,External,no change,Collision
Urban,Male,Married,64,Policy Holder,Sedan,1,400,External,no change,Collision
Rural,Male,Married,35,Policy Holder,Sedan,1,400,External,no change,Collision
Urban,Male,Single,0,Policy Holder,Utility,1,400,External,no change,All Perils
Urban,Male,Single,36,Policy Holder,Utility,1,400,External,no change,All Perils
Urban,Male,Married,69,Policy Holder,Sedan,1,500,External,2 to 3 years,All Perils
Urban,Male,Married,49,Policy Holder,Sedan,1,400,External,no change,All Perils
Urban,Male,Single,41,Policy Holder,Sedan,1,400,External,no change,All Perils
Urban,Male,Married,35,Policy Holder,Sport,1,400,External,no change,Collision
Urban,Male,Married,61,Policy Holder,Sedan,1,400,External,no change,All Perils
Urban,Male,Married,63,Policy Holder,Sport,1,400,External,no change,Collision
Rural,Male,Married,38,Policy Holder,Sedan,1,400,External,no change,All Perils
Urban,Male,Married,35,Third Party,Sedan,1,500,External,2 to 3 years,All Perils
Urban,Male,Single,29,Policy Holder,Sedan,1,400,External,no change,Collision
Urban,Male,Married,41,Policy Holder,Sedan,1,400,External,no change,Collision
Urban,Male,Married,41,Policy Holder,Utility,1,400,External,no change,All Perils
Urban,Male,Married,33,Policy Holder,Sedan,1,400,External,no change,All Perils
Urban,Male,Single,68,Policy Holder,Sedan,1,400,External,no change,All Perils
Urban,Male,Married,36,Policy Holder,Sedan,1,400,External,no change,All Perils
Urban,Female,Married,34,Policy Holder,Sedan,1,400,External,no change,All Perils
Urban,Female,Single,25,Policy Holder,Sedan,1,400,External,no change,Collision
Rural,Male,Single,22,Policy Holder,Sport,1,400,External,no change,Liability
Urban,Male,Single,18,Policy Holder,Sport,1,400,External,no change,Collision
Urban,Male,Married,63,Policy Holder,Sport,1,400,External,no change,Collision
Rural,Male,Single,30,Policy Holder,Sedan,1,400,External,no change,Collision
Urban,Male,Married,44,Policy Holder,Sedan,1,400,External,no change,All Perils
Urban,Male,Single,34,Policy Holder,Sedan,1,400,External,no change,Collision
Rural,Female,Married,54,Policy Holder,Sedan,1,400,External,no change,Collision
Urban,Female,Single,30,Policy Holder,Sedan,1,400,External,no change,Collision
Urban,Male,Married,35,Policy Holder,Sedan,1,400,External,no change,Collision
Urban,Male,Married,60,Policy Holder,Sedan,1,400,External,no change,All Perils
Urban,Female,Single,32,Policy Holder,Sport,1,400,External,no change,Collision
Urban,Male,Married,41,Policy Holder,Sport,1,400,External,no change,Collision
Urban,Male,Married,45,Policy Holder,Sport,1,400,External,no change,Liability
Urban,Female,Single,40,Policy Holder,Sedan,1,400,External,1 year,All Perils
Urban,Male,Married,45,Policy Holder,Sedan,1,400,External,no change,Collision
Urban,Male,Married,53,Policy Holder,Sedan,1,400,External,no change,Collision
Urban,Male,Married,35,Policy Holder,Sport,1,400,External,no change,Collision
Urban,Male,Single,33,Policy Holder,Sedan,1,400,External,no change,Collision
Urban,Female,Married,36,Policy Holder,Sedan,1,400,Internal,no change,Collision
Urban,Male,Married,39,Policy Holder,Sedan,1,400,External,no change,Collision
Urban,Male,Married,46,Policy Holder,Sedan,1,400,External,no change,All Perils
Urban,Female,Single,31,Third Party,Sedan,1,500,External,2 to 3 years,Collision
Urban,Male,Married,46,Policy Holder,Sedan,1,400,External,no change,Collision
Urban,Male,Single,26,Policy Holder,Sedan,1,400,External,no change,Collision
Urban,Male,Married,39,Policy Holder,Sedan,1,400,External,no change,Collision
Urban,Male,Married,40,Policy Holder,Sedan,1,400,External,no change,Collision
Urban,Male,Single,53,Policy Holder,Sedan,1,400,External,no change,All Perils
Urban,Male,Married,41,Policy Holder,Sedan,1,400,External,no change,Collision
Rural,Male,Married,28,Policy Holder,Sedan,1,700,External,no change,Collision
Urban,Male,Married,36,Policy Holder,Sedan,1,400,External,no change,Collision
Rural,Male,Married,55,Policy Holder,Utility,1,400,External,no change,All Perils
Urban,Male,Married,35,Policy Holder,Sedan,1,400,External,4 to 8 years,Collision
Urban,Male,Single,51,Policy Holder,Sedan,1,400,External,no change,All Perils
Urban,Male,Married,53,Policy Holder,Sedan,1,400,External,no change,All Perils
Urban,Male,Married,26,Policy Holder,Utility,1,400,External,4 to 8 years,All Perils
Urban,Male,Married,36,Policy Holder,Sedan,1,400,External,no change,Collision
Rural,Male,Married,51,Policy Holder,Sedan,1,400,External,no change,All Perils
Urban,Male,Married,27,Policy Holder,Sedan,1,400,External,no change,Collision
Urban,Male,Married,60,Policy Holder,Sedan,1,400,External,no change,Collision
Urban,Male,Married,58,Policy Holder,Sedan,1,400,External,no change,Collision
Urban,Male,Single,25,Policy Holder,Sport,1,400,External,no change,Collision
Urban,Male,Single,45,Policy Holder,Sedan,1,400,External,no change,Collision
Urban,Male,Married,31,Policy Holder,Sedan,1,400,External,no change,All Perils
Urban,Male,Married,64,Policy Holder,Utility,1,400,External,no change,Collision
Urban,Male,Single,32,Policy Holder,Sedan,1,400,External,no change,All Perils
Urban,Male,Married,28,Policy Holder,Sedan,1,400,External,no change,All Perils
Urban,Male,Married,49,Policy Holder,Sedan,1,400,External,no change,Collision
Urban,Male,Single,25,Policy Holder,Sedan,1,400,External,no change,Collision
Urban,Male,Married,34,Policy Holder,Utility,1,400,External,no change,All Perils
Rural,Female,Single,33,Third Party,Sedan,1,500,External,2 to 3 years,All Perils
Urban,Male,Single,41,Policy Holder,Sedan,1,400,External,no change,All Perils
Urban,Female,Single,37,Policy Holder,Sedan,1,400,External,no change,All Perils
Urban,Male,Married,39,Policy Holder,Sedan,1,400,External,no change,Collision
Urban,Male,Married,62,Policy Holder,Sedan,1,400,External,no change,Collision
Urban,Male,Married,28,Policy Holder,Sedan,1,400,External,no change,All Perils
Urban,Male,Married,50,Policy Holder,Sedan,1,400,External,no change,All Perils
Rural,Male,Single,28,Policy Holder,Sedan,1,400,External,no change,Collision
Urban,Male,Married,72,Policy Holder,Sedan,1,400,External,no change,All Perils
Urban,Male,Single,40,Policy Holder,Sedan,1,400,External,no change,All Perils
Urban,Male,Married,48,Policy Holder,Utility,1,400,External,no change,All Perils
Rural,Male,Married,54,Policy Holder,Sedan,1,400,External,no change,Collision
Urban,Male,Married,33,Policy Holder,Sedan,1,400,External,no change,All Perils
Urban,Male,Single,16,Policy Holder,Sport,1,400,External,no change,Collision
Urban,Male,Married,43,Policy Holder,Sedan,1,400,External,no change,Collision
Urban,Male,Married,48,Policy Holder,Sedan,1,400,External,no change,Collision
Urban,Male,Married,64,Policy Holder,Sport,1,400,External,no change,Liability
Urban,Male,Married,41,Third Party,Sport,1,500,External,2 to 3 years,Collision
Urban,Female,Married,51,Policy Holder,Sedan,1,400,External,no change,Collision
Rural,Male,Married,44,Policy Holder,Sedan,1,400,External,no change,Collision
Urban,Male,Married,36,Policy Holder,Sedan,1,400,External,no change,All Perils
Urban,Male,Married,50,Policy Holder,Sedan,1,400,External,no change,Collision
Urban,Male,Married,35,Policy Holder,Sedan,1,400,External,no change,All Perils
Urban,Male,Married,43,Policy Holder,Sedan,1,400,External,no change,All Perils
Urban,Male,Married,35,Third Party,Sedan,1,500,External,2 to 3 years,Collision
Urban,Male,Married,31,Policy Holder,Sedan,1,400,External,no change,Collision
Urban,Male,Married,42,Policy Holder,Sport,1,400,External,no change,Liability
Urban,Male,Married,40,Policy Holder,Sedan,1,400,External,no change,Collision
Urban,Female,Married,55,Policy Holder,Sport,1,400,External,no change,Liability
Urban,Male,Single,24,Policy Holder,Sedan,1,400,External,no change,All Perils
Urban,Male,Married,46,Policy Holder,Sedan,1,400,External,no change,Collision
Urban,Male,Married,56,Policy Holder,Sedan,1,400,External,no change,Collision
Urban,Male,Single,29,Policy Holder,Sedan,1,400,External,no change,All Perils
Urban,Male,Married,39,Policy Holder,Sport,1,400,External,no change,Collision
Urban,Male,Single,46,Policy Holder,Sedan,1,400,External,no change,Collision
Urban,Male,Single,35,Policy Holder,Sedan,1,400,External,no change,All Perils
Urban,Female,Married,44,Policy Holder,Sedan,1,400,External,no change,All Perils
Urban,Male,Married,27,Policy Holder,Sedan,1,400,External,no change,Collision
Urban,Male,Married,58,Policy Holder,Sedan,1,400,External,no change,Collision
Urban,Male,Married,39,Policy Holder,Sedan,1,400,External,no change,Collision
Urban,Male,Married,58,Policy Holder,Sedan,1,400,External,no change,All Perils
Urban,Male,Single,32,Policy Holder,Sedan,1,400,External,no change,Collision
Urban,Male,Married,43,Policy Holder,Sedan,1,400,External,no change,All Perils
Urban,Female,Single,28,Policy Holder,Sedan,1,400,External,no change,All Perils
Rural,Male,Married,44,Policy Holder,Sedan,1,700,External,no change,Collision
Urban,Male,Married,37,Policy Holder,Sedan,1,400,External,no change,Collision
Urban,Female,Single,27,Policy Holder,Sedan,1,400,External,no change,Collision
Urban,Male,Married,31,Policy Holder,Sedan,1,400,External,no change,Collision
Urban,Male,Married,30,Policy Holder,Sedan,1,500,External,2 to 3 years,All Perils
Urban,Male,Single,41,Policy Holder,Sedan,1,400,External,no change,All Perils
Urban,Male,Married,36,Policy Holder,Sedan,1,400,External,no change,All Perils
Urban,Male,Single,32,Policy Holder,Sedan,1,400,External,no change,All Perils
Urban,Female,Single,26,Policy Holder,Sedan,1,400,External,no change,Collision
Urban,Male,Married,39,Policy Holder,Sedan,1,400,External,no change,Collision
Urban,Male,Married,44,Policy Holder,Sedan,1,700,External,no change,Collision
Rural,Male,Married,24,Policy Holder,Sedan,1,400,External,no change,Collision
Urban,Male,Married,39,Policy Holder,Utility,1,400,External,no change,All Perils
Urban,Male,Married,65,Policy Holder,Sedan,1,400,External,no change,All Perils
Urban,Male,Single,18,Policy Holder,Sedan,1,400,External,no change,All Perils
Urban,Male,Married,42,Policy Holder,Sedan,1,400,External,no change,Collision
Urban,Male,Married,32,Policy Holder,Sedan,1,400,External,no change,Collision
Rural,Male,Married,60,Policy Holder,Sedan,1,400,External,no change,Collision
Urban,Male,Married,39,Policy Holder,Sedan,1,400,External,no change,All Perils
Urban,Male,Married,27,Policy Holder,Sedan,1,400,External,no change,All Perils
Urban,Male,Married,36,Policy Holder,Sedan,1,400,External,no change,All Perils
Urban,Male,Single,32,Policy Holder,Sedan,1,400,External,no change,All Perils
Urban,Male,Married,27,Policy Holder,Sedan,1,400,External,no change,Collision
Urban,Male,Married,44,Policy Holder,Sedan,1,400,External,no change,Collision
Urban,Male,Married,46,Policy Holder,Sport,1,400,External,no change,Liability
Urban,Male,Married,48,Policy Holder,Sedan,1,400,External,no change,Collision
Urban,Male,Married,38,Policy Holder,Sedan,1,400,External,no change,Collision
Urban,Male,Married,37,Policy Holder,Sport,1,400,External,no change,Liability
Urban,Male,Married,77,Policy Holder,Sedan,1,400,External,no change,Collision
Urban,Male,Married,39,Policy Holder,Sedan,1,400,External,4 to 8 years,Collision
Urban,Male,Married,47,Policy Holder,Sedan,1,400,External,no change,Collision
Urban,Male,Single,35,Policy Holder,Sedan,1,400,External,no change,Collision
Urban,Male,Single,35,Policy Holder,Sedan,1,400,External,no change,Collision
Rural,Male,Married,45,Policy Holder,Sedan,1,400,External,no change,All Perils
Urban,Male,Married,48,Policy Holder,Sedan,1,400,External,no change,All Perils
Urban,Male,Married,45,Policy Holder,Sedan,1,400,External,no change,Collision
Urban,Male,Married,46,Policy Holder,Sedan,1,400,External,no change,Collision
Urban,Male,Married,40,Policy Holder,Sedan,1,400,External,no change,All Perils
Urban,Male,Single,35,Policy Holder,Sedan,1,400,External,no change,Collision
Urban,Female,Married,35,Policy Holder,Sedan,1,400,External,no change,All Perils
Urban,Male,Married,43,Policy Holder,Sedan,1,400,External,no change,Collision
Urban,Female,Married,53,Policy Holder,Sedan,1,400,External,no change,All Perils
Urban,Male,Married,52,Policy Holder,Sedan,1,400,Internal,no change,Collision
Urban,Male,Single,30,Policy Holder,Sedan,1,400,External,no change,Collision
Rural,Male,Married,27,Policy Holder,Sedan,1,400,External,no change,Collision
Urban,Male,Single,42,Policy Holder,Sedan,1,400,External,no change,All Perils
Urban,Male,Married,35,Policy Holder,Sedan,1,700,External,no change,Collision
Urban,Male,Married,67,Policy Holder,Sedan,1,400,External,no change,All Perils
Rural,Male,Married,38,Policy Holder,Sedan,1,400,External,no change,All Perils
Urban,Male,Single,31,Policy Holder,Sedan,1,400,External,no change,Collision
Urban,Female,Married,51,Policy Holder,Sedan,1,400,External,no change,All Perils
Urban,Male,Married,39,Policy Holder,Sedan,1,400,External,4 to 8 years,Collision
Urban,Male,Married,27,Policy Holder,Sedan,1,400,External,no change,All Perils
Urban,Male,Married,40,Policy Holder,Sedan,1,400,External,no change,Collision
Urban,Male,Married,30,Policy Holder,Sport,1,400,External,no change,Liability
Urban,Male,Married,37,Policy Holder,Sedan,1,400,External,no change,Collision
Rural,Male,Married,45,Policy Holder,Utility,1,400,External,no change,All Perils
Urban,Male,Single,34,Policy Holder,Sedan,1,400,External,no change,All Perils
Rural,Male,Married,53,Policy Holder,Sedan,1,400,External,no change,All Perils
Urban,Male,Married,38,Third Party,Sedan,1,500,External,2 to 3 years,All Perils
Rural,Male,Married,30,Policy Holder,Sedan,1,400,External,no change,All Perils
